source,tokenizer,token,count
pam,pantip_bpe,ต้น,130
pam,pantip_bpe,คุ,140
pam,pantip_bpe,ถือ,450
pam,pantip_bpe,ละ,739
pam,pantip_bpe,▁ก,383
pam,pantip_bpe,ทะ,225
pam,pantip_bpe,บริ,16
pam,pantip_bpe,กําลัง,144
pam,pantip_bpe,เย็น,161
pam,pantip_bpe,▁คน,72
pam,pantip_bpe,ชื่อ,86
pam,pantip_bpe,ภา,294
pam,pantip_bpe,ถูก,151
pam,pantip_bpe,ก็ไม่,162
pam,pantip_bpe,่ว,289
pam,pantip_bpe,ิจ,117
pam,pantip_bpe,ึ้น,212
pam,pantip_bpe,สิน,240
pam,pantip_bpe,ิม,226
pam,pantip_bpe,ขึ้น,482
pam,pantip_bpe,การณ์,16
pam,pantip_bpe,พัน,320
pam,pantip_bpe,บอก,321
pam,pantip_bpe,เข้าใจ,52
pam,pantip_bpe,ขอ,328
pam,pantip_bpe,เพื่อ,8
pam,pantip_bpe,คือ,18
pam,pantip_bpe,จะเป็น,46
pam,pantip_bpe,ข้อ,47
pam,pantip_bpe,เปิด,30
pam,pantip_bpe,เคย,323
pam,pantip_bpe,สมั,67
pam,pantip_bpe,ียม,115
pam,pantip_bpe,กก,38
pam,pantip_bpe,ียว,335
pam,pantip_bpe,่าว,336
pam,pantip_bpe,้ํา,587
pam,pantip_bpe,เท่า,102
pam,pantip_bpe,ุม,201
pam,pantip_bpe,โด,77
pam,pantip_bpe,่วน,95
pam,pantip_bpe,้อน,262
pam,pantip_bpe,เนื้อ,172
pam,pantip_bpe,เคร,51
pam,pantip_bpe,ตล,117
pam,pantip_bpe,▁โดย,6
pam,pantip_bpe,ุน,362
pam,pantip_bpe,ครั้ง,137
pam,pantip_bpe,าศ,50
pam,pantip_bpe,ๅ,152
pam,pantip_bpe,หัว,177
pam,pantip_bpe,ัว,336
pam,pantip_bpe,ิก,220
pam,pantip_bpe,▁แล,46
pam,pantip_bpe,ที่จะ,76
pam,pantip_bpe,อยู่ใน,110
pam,pantip_bpe,ใส่,242
pam,pantip_bpe,สะ,419
pam,pantip_bpe,อีก,59
pam,pantip_bpe,ียด,207
pam,pantip_bpe,สมัคร,32
pam,pantip_bpe,เดียว,114
pam,pantip_bpe,เกี่ยว,34
pam,pantip_bpe,หน่อย,48
pam,pantip_bpe,ร้อ,196
pam,pantip_bpe,▁ซ,24
pam,pantip_bpe,อะ,29
pam,pantip_bpe,มือ,170
pam,pantip_bpe,คว,230
pam,pantip_bpe,▁ส่วน,92
pam,pantip_bpe,▁เม,279
pam,pantip_bpe,ตัด,182
pam,pantip_bpe,สัง,261
pam,pantip_bpe,▁ต้อง,156
pam,pantip_bpe,ถ้า,108
pam,pantip_bpe,▁ระ,79
pam,pantip_bpe,▁การ,18
pam,pantip_bpe,ติด,218
pam,pantip_bpe,ตก,347
pam,pantip_bpe,ี่ยน,26
pam,pantip_bpe,ฮ,216
pam,pantip_bpe,เกิด,102
pam,pantip_bpe,เหตุ,139
pam,pantip_bpe,▁ควร,29
pam,pantip_bpe,ช่วย,634
pam,pantip_bpe,เฉ,262
pam,pantip_bpe,แม่,474
pam,pantip_bpe,ราะ,121
pam,pantip_bpe,ว่าจะ,91
pam,pantip_bpe,ภาพ,49
pam,pantip_bpe,้ย,57
pam,pantip_bpe,าก็,52
pam,pantip_bpe,เง,204
pam,pantip_bpe,ประเทศ,87
pam,pantip_bpe,โทร,13
pam,pantip_bpe,ค้า,26
pam,pantip_bpe,เลือก,28
pam,pantip_bpe,เร็,146
pam,pantip_bpe,ไฟ,193
pam,pantip_bpe,ไหม,46
pam,pantip_bpe,ยาย,79
pam,pantip_bpe,เรื่อง,138
pam,pantip_bpe,ฎ,108
pam,pantip_bpe,ภาษา,67
pam,pantip_bpe,ราบ,292
pam,pantip_bpe,อยาก,62
pam,pantip_bpe,▁ตัว,27
pam,pantip_bpe,เวลา,123
pam,pantip_bpe,นํา,77
pam,pantip_bpe,ริง,30
pam,pantip_bpe,นะ,157
pam,pantip_bpe,ร้าน,11
pam,pantip_bpe,ซื้อ,18
pam,pantip_bpe,ก่อน,115
pam,pantip_bpe,บ้าง,162
pam,pantip_bpe,จ่าย,7
pam,pantip_bpe,และ,16
pam,pantip_bpe,บอกว่า,22
pam,pantip_bpe,ไม่ได้,81
pam,pantip_bpe,ูป,62
pam,pantip_bpe,ิว,182
pam,pantip_bpe,หาก,53
pam,pantip_bpe,ประมา,43
pam,pantip_bpe,อื่น,81
pam,pantip_bpe,จี,53
pam,pantip_bpe,่ะ,4
pam,pantip_bpe,บิน,28
pam,pantip_bpe,ื่อง,112
pam,pantip_bpe,▁เป,61
pam,pantip_bpe,ใส,86
pam,pantip_bpe,ยะ,9
pam,pantip_bpe,ทําให้,28
pam,pantip_bpe,เปลี่ยน,31
pam,pantip_bpe,ว่าเรา,25
pam,pantip_bpe,แค่,6
pam,pantip_bpe,ช่วง,42
pam,pantip_bpe,ายุ,79
pam,pantip_bpe,เอง,47
pam,pantip_bpe,▁ราคา,2
pam,pantip_bpe,▁อยาก,15
pam,pantip_bpe,ฌ,161
pam,pantip_bpe,ใหม่,42
pam,pantip_bpe,ราชการ,34
pam,pantip_bpe,แนะนํา,3
pam,pantip_bpe,ร้าง,76
pam,pantip_bpe,▁จาก,19
pam,pantip_bpe,ตลอด,33
pam,pantip_bpe,ทราบ,110
pam,pantip_bpe,แบ,51
pam,pantip_bpe,เตรียม,76
pam,pantip_bpe,ใหญ,52
pam,pantip_bpe,ิล,56
pam,pantip_bpe,เทศ,34
pam,pantip_bpe,ปก,47
pam,pantip_bpe,ส่วน,13
pam,pantip_bpe,มูล,35
pam,pantip_bpe,▁เช,130
pam,pantip_bpe,ส์,46
pam,pantip_bpe,ูด,52
pam,pantip_bpe,▁ของ,16
pam,pantip_bpe,เงิน,29
pam,pantip_bpe,แรก,32
pam,pantip_bpe,เพิ่ม,28
pam,pantip_bpe,ถูกต้อง,15
pam,pantip_bpe,จบ,85
pam,pantip_bpe,ครอบ,15
pam,pantip_bpe,▁เช่น,10
pam,pantip_bpe,ใช,16
pam,pantip_bpe,ธี,92
pam,pantip_bpe,ไทย,37
pam,pantip_bpe,เติม,18
pam,pantip_bpe,หรับ,110
pam,pantip_bpe,สามารถ,9
pam,pantip_bpe,งาน,112
pam,pantip_bpe,ธนา,12
pam,pantip_bpe,เลิก,33
pam,pantip_bpe,รู้สึก,58
pam,pantip_bpe,ทุกคน,22
pam,pantip_bpe,อล,26
pam,pantip_bpe,๊,64
pam,pantip_bpe,เติ,4
pam,pantip_bpe,▁ผม,2
pam,pantip_bpe,กระทู้,4
pam,pantip_bpe,คนที่,4
pam,pantip_bpe,ตอน,7
pam,pantip_bpe,โดน,5
pam,pantip_bpe,ตรียม,16
pam,pantip_bpe,อบคุณ,10
pam,pantip_bpe,กลุ่ม,5
pam,pantip_bpe,ที่เรา,5
pam,pantip_bpe,บาง,8
pam,pantip_bpe,คําตอบ,4
pam,pantip_bpe,ฟน,3
pam,pantip_bpe,วิธี,1
pam,pantip_bpe,แบบ,5
pam,pantip_bpe,รู้ส,9
pam,pantip_bpe,เราก็,12
pam,pantip_bpe,เริ่ม,16
pam,pantip_bpe,▁เพื่อ,1
pam,pantip_bpe,▁เลย,3
pam,pantip_bpe,สอบ,3
pam,pantip_bpe,ุ้น,2
pam,pantip_bpe,คะแนน,2
pam,pantip_bpe,ตัวเอง,3
pam,pantip_bpe,สอบถาม,1
pam,pantip_bpe,ครับ,1
pam,pantip_bpe,เค้า,5
pam,pantip_bpe,ฦๅ,3
pam,pantip_bpe,▁แก้ไข,1
pam,pantip_bpe,ทํางาน,1
pam,pantip_bpe,▁ขอบคุณ,1
pam,pantip_bpe,หนังส,2
pantip,pam_unigram,▁,48607
pantip,pam_unigram,ใคร,590
pantip,pam_unigram,รู้,1019
pantip,pam_unigram,จัก,161
pantip,pam_unigram,คน,2039
pantip,pam_unigram,นี้,2551
pantip,pam_unigram,บ้าง,598
pantip,pam_unigram,ค,13933
pantip,pam_unigram,ือ,1649
pantip,pam_unigram,เรา,4596
pantip,pam_unigram,ุ,3151
pantip,pam_unigram,้น,691
pantip,pam_unigram,ๆ,2664
pantip,pam_unigram,เลย,2031
pantip,pam_unigram,อ,8248
pantip,pam_unigram,ยา,2141
pantip,pam_unigram,ก,10688
pantip,pam_unigram,ว่า,4120
pantip,pam_unigram,ชื่อ,384
pantip,pam_unigram,อะไร,905
pantip,pam_unigram,เ,14537
pantip,pam_unigram,ติ,774
pantip,pam_unigram,ม,8778
pantip,pam_unigram,ง,5906
pantip,pam_unigram,ิน,1385
pantip,pam_unigram,ผิด,241
pantip,pam_unigram,บ,7884
pantip,pam_unigram,ร,7272
pantip,pam_unigram,์,3076
pantip,pam_unigram,ควร,452
pantip,pam_unigram,ทํา,2560
pantip,pam_unigram,ยัง,1289
pantip,pam_unigram,ใ,416
pantip,pam_unigram,ผ,2183
pantip,pam_unigram,ท,4441
pantip,pam_unigram,ู,1815
pantip,pam_unigram,ดี,1768
pantip,pam_unigram,ับ,364
pantip,pam_unigram,วัน,1159
pantip,pam_unigram,เวลา,708
pantip,pam_unigram,ประ,895
pantip,pam_unigram,มา,4699
pantip,pam_unigram,น,10042
pantip,pam_unigram,11.30,1
pantip,pam_unigram,ได้,3769
pantip,pam_unigram,200,23
pantip,pam_unigram,บาท,400
pantip,pam_unigram,ไป,3164
pantip,pam_unigram,ที่,6070
pantip,pam_unigram,0927078495,1
pantip,pam_unigram,▁ซึ่ง,375
pantip,pam_unigram,เป็น,2475
pantip,pam_unigram,ไม่,3434
pantip,pam_unigram,ใช้,973
pantip,pam_unigram,จะ,3200
pantip,pam_unigram,เข้า,994
pantip,pam_unigram,0952868106,1
pantip,pam_unigram,รับ,2843
pantip,pam_unigram,ตลบ,1
pantip,pam_unigram,หลัง,397
pantip,pam_unigram,ฮ,230
pantip,pam_unigram,่า,1491
pantip,pam_unigram,RunningMan,2
pantip,pam_unigram,ep.,2
pantip,pam_unigram,เท่า,393
pantip,pam_unigram,ไ,3054
pantip,pam_unigram,ห,2808
pantip,pam_unigram,่,5249
pantip,pam_unigram,จํา,449
pantip,pam_unigram,ลา,259
pantip,pam_unigram,ทุก,761
pantip,pam_unigram,ใน,2219
pantip,pam_unigram,ถูก,403
pantip,pam_unigram,เรียก,128
pantip,pam_unigram,หมด,290
pantip,pam_unigram,ยก,244
pantip,pam_unigram,ว,5033
pantip,pam_unigram,▁ให้,162
pantip,pam_unigram,หล,551
pantip,pam_unigram,อก,527
pantip,pam_unigram,ภ,914
pantip,pam_unigram,า,5829
pantip,pam_unigram,ิ,2306
pantip,pam_unigram,จ,3091
pantip,pam_unigram,▁แล้ว,714
pantip,pam_unigram,ใจ,1251
pantip,pam_unigram,เขา,1160
pantip,pam_unigram,ให้,2445
pantip,pam_unigram,สําเร็จ,68
pantip,pam_unigram,แ,7881
pantip,pam_unigram,ทราบ,266
pantip,pam_unigram,หรือ,1159
pantip,pam_unigram,ปี,619
pantip,pam_unigram,ไหน,605
pantip,pam_unigram,พอ,579
pantip,pam_unigram,??,50
pantip,pam_unigram,ขอ,1009
pantip,pam_unigram,คุณ,592
pantip,pam_unigram,😁,5
pantip,pam_unigram,ผู้,722
pantip,pam_unigram,ชาย,217
pantip,pam_unigram,เสร็จ,89
pantip,pam_unigram,แล้ว,1733
pantip,pam_unigram,รู้สึก,413
pantip,pam_unigram,ป,2738
pantip,pam_unigram,ด,5192
pantip,pam_unigram,ฉ,455
pantip,pam_unigram,ี่,1114
pantip,pam_unigram,มี,3207
pantip,pam_unigram,กับ,1803
pantip,pam_unigram,ฟ,1157
pantip,pam_unigram,ะ,7225
pantip,pam_unigram,มัน,1266
pantip,pam_unigram,ต่อ,603
pantip,pam_unigram,อบ,2241
pantip,pam_unigram,2,440
pantip,pam_unigram,บอก,820
pantip,pam_unigram,ลิ,465
pantip,pam_unigram,ทั้ง,335
pantip,pam_unigram,รัก,300
pantip,pam_unigram,้า,2385
pantip,pam_unigram,อยู่,1292
pantip,pam_unigram,เคย,556
pantip,pam_unigram,โ,3350
pantip,pam_unigram,ึ,288
pantip,pam_unigram,ป่า,104
pantip,pam_unigram,พ,2824
pantip,pam_unigram,ยาม,139
pantip,pam_unigram,อย่าง,648
pantip,pam_unigram,ศ,883
pantip,pam_unigram,แต่,982
pantip,pam_unigram,เธอ,89
pantip,pam_unigram,ก็,3263
pantip,pam_unigram,เย็น,166
pantip,pam_unigram,ช,2854
pantip,pam_unigram,ใส่,276
pantip,pam_unigram,ตรง,256
pantip,pam_unigram,ละ,2511
pantip,pam_unigram,▁ไม่,689
pantip,pam_unigram,ค่อย,212
pantip,pam_unigram,พูด,262
pantip,pam_unigram,▁จะ,405
pantip,pam_unigram,คอย,46
pantip,pam_unigram,สนิท,69
pantip,pam_unigram,นิ,569
pantip,pam_unigram,สัย,47
pantip,pam_unigram,กัน,1638
pantip,pam_unigram,ข้า,186
pantip,pam_unigram,ชอบ,512
pantip,pam_unigram,ย,7559
pantip,pam_unigram,เล่น,302
pantip,pam_unigram,เสียง,143
pantip,pam_unigram,ดัง,166
pantip,pam_unigram,าน,1782
pantip,pam_unigram,จาก,1361
pantip,pam_unigram,ริ,1013
pantip,pam_unigram,20,63
pantip,pam_unigram,ื,1039
pantip,pam_unigram,ฐ,340
pantip,pam_unigram,▁แต่,1356
pantip,pam_unigram,ถ,999
pantip,pam_unigram,เรื่อง,876
pantip,pam_unigram,ส,7006
pantip,pam_unigram,วน,841
pantip,pam_unigram,ตัว,1333
pantip,pam_unigram,นี่,285
pantip,pam_unigram,่ง,504
pantip,pam_unigram,5,115
pantip,pam_unigram,น้อง,292
pantip,pam_unigram,ใหม่,364
pantip,pam_unigram,ึง,324
pantip,pam_unigram,ก็ไม่,371
pantip,pam_unigram,กร,493
pantip,pam_unigram,ี,2492
pantip,pam_unigram,จน,311
pantip,pam_unigram,ยิ่ง,117
pantip,pam_unigram,คํา,690
pantip,pam_unigram,คิด,695
pantip,pam_unigram,ัน,553
pantip,pam_unigram,ปล,620
pantip,pam_unigram,่อ,1410
pantip,pam_unigram,เสีย,274
pantip,pam_unigram,ัง,896
pantip,pam_unigram,▁พอ,383
pantip,pam_unigram,โห,54
pantip,pam_unigram,กําลัง,262
pantip,pam_unigram,ั,3433
pantip,pam_unigram,ลูก,414
pantip,pam_unigram,เกรง,6
pantip,pam_unigram,ุด,336
pantip,pam_unigram,นั้น,822
pantip,pam_unigram,พวก,129
pantip,pam_unigram,ออก,694
pantip,pam_unigram,แรง,138
pantip,pam_unigram,ล่อ,190
pantip,pam_unigram,ตาม,706
pantip,pam_unigram,ณ,797
pantip,pam_unigram,อง,988
pantip,pam_unigram,ต้อง,1290
pantip,pam_unigram,อด,591
pantip,pam_unigram,สถาน,131
pantip,pam_unigram,การ,3226
pantip,pam_unigram,คง,208
pantip,pam_unigram,หา,1620
pantip,pam_unigram,ความ,1883
pantip,pam_unigram,เห็น,419
pantip,pam_unigram,ครั้ง,364
pantip,pam_unigram,ล,3415
pantip,pam_unigram,กิน,440
pantip,pam_unigram,บูรี,1
pantip,pam_unigram,ชวน,50
pantip,pam_unigram,สิ่ง,170
pantip,pam_unigram,เลือก,333
pantip,pam_unigram,เพื่อน,595
pantip,pam_unigram,▁เป็น,352
pantip,pam_unigram,น่า,330
pantip,pam_unigram,ใหญ่,329
pantip,pam_unigram,้ว,318
pantip,pam_unigram,กล้า,65
pantip,pam_unigram,เส,299
pantip,pam_unigram,ื้อ,667
pantip,pam_unigram,แก้ไข,409
pantip,pam_unigram,ข,3258
pantip,pam_unigram,้,3132
pantip,pam_unigram,เมื่อ,513
pantip,pam_unigram,เรียน,579
pantip,pam_unigram,พิ,571
pantip,pam_unigram,เศษ,64
pantip,pam_unigram,ติด,461
pantip,pam_unigram,.4,13
pantip,pam_unigram,ถาม,617
pantip,pam_unigram,▁ถ้า,379
pantip,pam_unigram,ํา,1076
pantip,pam_unigram,วิ,836
pantip,pam_unigram,ของ,1872
pantip,pam_unigram,ซ,1762
pantip,pam_unigram,8,62
pantip,pam_unigram,หัว,284
pantip,pam_unigram,9,48
pantip,pam_unigram,เปล่า,122
pantip,pam_unigram,่าย,600
pantip,pam_unigram,7-11,5
pantip,pam_unigram,สาม,548
pantip,pam_unigram,รถ,844
pantip,pam_unigram,ขึ้น,725
pantip,pam_unigram,ระ,797
pantip,pam_unigram,ถึง,648
pantip,pam_unigram,trueMoney,1
pantip,pam_unigram,้ง,178
pantip,pam_unigram,เดียว,317
pantip,pam_unigram,▁ทั้ง,145
pantip,pam_unigram,อั,293
pantip,pam_unigram,ลง,543
pantip,pam_unigram,พึ่ง,64
pantip,pam_unigram,สม,561
pantip,pam_unigram,สา,204
pantip,pam_unigram,เพราะ,844
pantip,pam_unigram,กลัว,174
pantip,pam_unigram,ว่าถ้า,75
pantip,pam_unigram,เขียน,79
pantip,pam_unigram,ปร,291
pantip,pam_unigram,IT,2
pantip,pam_unigram,ต่าง,325
pantip,pam_unigram,ษ,551
pantip,pam_unigram,อน,1711
pantip,pam_unigram,สาร,126
pantip,pam_unigram,ธุระ,9
pantip,pam_unigram,สอง,164
pantip,pam_unigram,จิต,59
pantip,pam_unigram,"""",319
pantip,pam_unigram,ทอง,50
pantip,pam_unigram,แก้ว,19
pantip,pam_unigram,ต,3768
pantip,pam_unigram,นาง,151
pantip,pam_unigram,ฯ,128
pantip,pam_unigram,ญ,839
pantip,pam_unigram,รา,622
pantip,pam_unigram,สาย,202
pantip,pam_unigram,▁พวก,31
pantip,pam_unigram,แก่,76
pantip,pam_unigram,สําคัญ,133
pantip,pam_unigram,เหมือน,554
pantip,pam_unigram,อี,880
pantip,pam_unigram,คู่,112
pantip,pam_unigram,พระ,144
pantip,pam_unigram,(,733
pantip,pam_unigram,ไม่มี,510
pantip,pam_unigram,ช้า,53
pantip,pam_unigram,),648
pantip,pam_unigram,จัด,270
pantip,pam_unigram,ส่ง,471
pantip,pam_unigram,วาง,97
pantip,pam_unigram,shopee,13
pantip,pam_unigram,ตร,536
pantip,pam_unigram,สั่ง,183
pantip,pam_unigram,บ้าน,574
pantip,pam_unigram,งค์,126
pantip,pam_unigram,เตรียม,159
pantip,pam_unigram,ฟัง,162
pantip,pam_unigram,ู่,186
pantip,pam_unigram,อ่าน,248
pantip,pam_unigram,ฤ,174
pantip,pam_unigram,ฎ,78
pantip,pam_unigram,รีบ,52
pantip,pam_unigram,Bank,7
pantip,pam_unigram,ปิด,457
pantip,pam_unigram,กล,345
pantip,pam_unigram,ุ่ม,260
pantip,pam_unigram,เหลือ,148
pantip,pam_unigram,แก้,101
pantip,pam_unigram,อื่น,311
pantip,pam_unigram,▁อย่า,61
pantip,pam_unigram,ธ,1055
pantip,pam_unigram,สิ,346
pantip,pam_unigram,ภัย,98
pantip,pam_unigram,ี้,296
pantip,pam_unigram,สําหรับ,210
pantip,pam_unigram,?,398
pantip,pam_unigram,ดู,836
pantip,pam_unigram,ทาง,680
pantip,pam_unigram,สัก,163
pantip,pam_unigram,หน่อ,469
pantip,pam_unigram,วง,609
pantip,pam_unigram,ย์,593
pantip,pam_unigram,ผล,470
pantip,pam_unigram,ัณฑ์,10
pantip,pam_unigram,กรรม,86
pantip,pam_unigram,้อม,185
pantip,pam_unigram,ด้วย,863
pantip,pam_unigram,🙏,11
pantip,pam_unigram,[CR],18
pantip,pam_unigram,A,62
pantip,pam_unigram,money,1
pantip,pam_unigram,2563,39
pantip,pam_unigram,มิ,272
pantip,pam_unigram,นาย,174
pantip,pam_unigram,.,1126
pantip,pam_unigram,่น,416
pantip,pam_unigram,อย่า,66
pantip,pam_unigram,ลี,92
pantip,pam_unigram,$(document).ready(function,24
pantip,pam_unigram,(),24
pantip,pam_unigram,{,24
pantip,pam_unigram,"$('.sel').rating('readOnly',",23
pantip,pam_unigram,true);,23
pantip,pam_unigram,});,24
pantip,pam_unigram,:,289
pantip,pam_unigram,.samgee,23
pantip,pam_unigram,.review-section,23
pantip,pam_unigram,.remark-review,23
pantip,pam_unigram,{line-height:,23
pantip,pam_unigram,1.563em;,23
pantip,pam_unigram,color:,23
pantip,pam_unigram,#ccc;,23
pantip,pam_unigram,font-size:,23
pantip,pam_unigram,14px;},23
pantip,pam_unigram,CR,36
pantip,pam_unigram,-,489
pantip,pam_unigram,Consumer,18
pantip,pam_unigram,Review,24
pantip,pam_unigram,กระ,615
pantip,pam_unigram,เจ้า,214
pantip,pam_unigram,เช่น,219
pantip,pam_unigram,ใด,148
pantip,pam_unigram,▁มา,252
pantip,pam_unigram,เที่ยว,157
pantip,pam_unigram,สุด,411
pantip,pam_unigram,ท้าย,131
pantip,pam_unigram,แม่,454
pantip,pam_unigram,ชีวิต,183
pantip,pam_unigram,พา,385
pantip,pam_unigram,มือ,248
pantip,pam_unigram,ถือ,213
pantip,pam_unigram,นอก,180
pantip,pam_unigram,ลอง,221
pantip,pam_unigram,ตั้ง,482
pantip,pam_unigram,5-6,14
pantip,pam_unigram,พัน,172
pantip,pam_unigram,น้ํา,530
pantip,pam_unigram,+,69
pantip,pam_unigram,หมื่น,30
pantip,pam_unigram,สังเกต,59
pantip,pam_unigram,เช้า,77
pantip,pam_unigram,...,232
pantip,pam_unigram,เดิน,312
pantip,pam_unigram,นั่ง,140
pantip,pam_unigram,นักหนา,5
pantip,pam_unigram,หน้า,720
pantip,pam_unigram,๊,393
pantip,pam_unigram,ัด,583
pantip,pam_unigram,ตอบ,386
pantip,pam_unigram,รูป,271
pantip,pam_unigram,3,252
pantip,pam_unigram,1...,1
pantip,pam_unigram,//,16
pantip,pam_unigram,2...,1
pantip,pam_unigram,3...,2
pantip,pam_unigram,อา,834
pantip,pam_unigram,ประมาณ,298
pantip,pam_unigram,สงสัย,116
pantip,pam_unigram,ทิ้ง,72
pantip,pam_unigram,ไว้,415
pantip,pam_unigram,กลับ,460
pantip,pam_unigram,ตาย,98
pantip,pam_unigram,ั้ง,38
pantip,pam_unigram,ัก,734
pantip,pam_unigram,Messager,1
pantip,pam_unigram,ั้น,187
pantip,pam_unigram,ขับ,113
pantip,pam_unigram,ที,664
pantip,pam_unigram,หนึ่ง,234
pantip,pam_unigram,ลํา,124
pantip,pam_unigram,▁อัน,99
pantip,pam_unigram,็,848
pantip,pam_unigram,ตก,172
pantip,pam_unigram,ผัว,6
pantip,pam_unigram,30,47
pantip,pam_unigram,เบื่อ,48
pantip,pam_unigram,ห่าง,43
pantip,pam_unigram,น้อย,166
pantip,pam_unigram,ครึ,37
pantip,pam_unigram,ชม,149
pantip,pam_unigram,..,134
pantip,pam_unigram,ตา,264
pantip,pam_unigram,้อง,180
pantip,pam_unigram,เอา,494
pantip,pam_unigram,จริง,505
pantip,pam_unigram,หวัง,67
pantip,pam_unigram,ยืน,66
pantip,pam_unigram,▁ต่าง,32
pantip,pam_unigram,“,128
pantip,pam_unigram,▁ส่วน,210
pantip,pam_unigram,”,120
pantip,pam_unigram,ไร,186
pantip,pam_unigram,เหนื่อย,60
pantip,pam_unigram,ไกล,67
pantip,pam_unigram,ร้อน,88
pantip,pam_unigram,10,144
pantip,pam_unigram,ชั่ว,72
pantip,pam_unigram,กาย,98
pantip,pam_unigram,แผ่น,41
pantip,pam_unigram,เห,251
pantip,pam_unigram,!?,4
pantip,pam_unigram,หาย,206
pantip,pam_unigram,กลิ่น,64
pantip,pam_unigram,ขัด,29
pantip,pam_unigram,ข้าง,240
pantip,pam_unigram,55,17
pantip,pam_unigram,แน่,171
pantip,pam_unigram,One,8
pantip,pam_unigram,Take,5
pantip,pam_unigram,Girl,3
pantip,pam_unigram,Don't,3
pantip,pam_unigram,Cry,3
pantip,pam_unigram,ก่อน,552
pantip,pam_unigram,เปรียบ,40
pantip,pam_unigram,หยิบ,17
pantip,pam_unigram,DVD,3
pantip,pam_unigram,Limited,4
pantip,pam_unigram,GDC,7
pantip,pam_unigram,B-ROLL,5
pantip,pam_unigram,ซึ่ง,89
pantip,pam_unigram,หน,616
pantip,pam_unigram,3-4,19
pantip,pam_unigram,10-15,5
pantip,pam_unigram,นา,728
pantip,pam_unigram,พี่,367
pantip,pam_unigram,๋,151
pantip,pam_unigram,GUITARMAG,1
pantip,pam_unigram,ไล่,25
pantip,pam_unigram,Shonichi,1
pantip,pam_unigram,ราช,241
pantip,pam_unigram,เพลง,204
pantip,pam_unigram,RIVER,1
pantip,pam_unigram,เนื้อ,231
pantip,pam_unigram,ภาษา,171
pantip,pam_unigram,48group,1
pantip,pam_unigram,▁จน,178
pantip,pam_unigram,Starto,2
pantip,pam_unigram,▁แม้,35
pantip,pam_unigram,นอน,222
pantip,pam_unigram,หนัก,150
pantip,pam_unigram,เศร้า,43
pantip,pam_unigram,หมอง,8
pantip,pam_unigram,เชย,5
pantip,pam_unigram,เต็ม,94
pantip,pam_unigram,ุก,182
pantip,pam_unigram,ยิ้ม,15
pantip,pam_unigram,แย้ม,2
pantip,pam_unigram,แจ่ม,2
pantip,pam_unigram,ๆ),13
pantip,pam_unigram,ตัด,177
pantip,pam_unigram,ั่น,237
pantip,pam_unigram,เลีย,16
pantip,pam_unigram,ั่ง,109
pantip,pam_unigram,ฌ,4
pantip,pam_unigram,ขาด,69
pantip,pam_unigram,ทั่ว,111
pantip,pam_unigram,BNK48,10
pantip,pam_unigram,ลืม,57
pantip,pam_unigram,สุ,198
pantip,pam_unigram,ขัน,62
pantip,pam_unigram,RIP,1
pantip,pam_unigram,ํ,39
pantip,pam_unigram,true,7
pantip,pam_unigram,iservice,3
pantip,pam_unigram,ยง,216
pantip,pam_unigram,พล,365
pantip,pam_unigram,ลาย,214
pantip,pam_unigram,เมือง,189
pantip,pam_unigram,‘,10
pantip,pam_unigram,’,9
pantip,pam_unigram,ชาติ,149
pantip,pam_unigram,นัก,325
pantip,pam_unigram,https://www.matichon.co.th/economy/news_2235759,1
pantip,pam_unigram,!,41
pantip,pam_unigram,ฟัน,104
pantip,pam_unigram,(2,2
pantip,pam_unigram,เด็ก,126
pantip,pam_unigram,จะได้,166
pantip,pam_unigram,ล่วง,106
pantip,pam_unigram,🙏🙏🙏,2
pantip,pam_unigram,77,2
pantip,pam_unigram,",",226
pantip,pam_unigram,อ่อน,43
pantip,pam_unigram,นุช,5
pantip,pam_unigram,ลม,131
pantip,pam_unigram,ipad(,1
pantip,pam_unigram,1,329
pantip,pam_unigram,เครื่อง,225
pantip,pam_unigram,1%,1
pantip,pam_unigram,vivo,2
pantip,pam_unigram,v7,1
pantip,pam_unigram,เกิด,275
pantip,pam_unigram,โรค,62
pantip,pam_unigram,ดวง,61
pantip,pam_unigram,▁เห็น,64
pantip,pam_unigram,รบ,248
pantip,pam_unigram,Fta,2
pantip,pam_unigram,นาม,67
pantip,pam_unigram,อย่างไร,124
pantip,pam_unigram,กลาง,95
pantip,pam_unigram,กําแพง,7
pantip,pam_unigram,???,32
pantip,pam_unigram,fta,1
pantip,pam_unigram,ช่วย,411
pantip,pam_unigram,ต้น,243
pantip,pam_unigram,ไม้,108
pantip,pam_unigram,▁ด้วย,83
pantip,pam_unigram,รณ,193
pantip,pam_unigram,กรุง,100
pantip,pam_unigram,แล,157
pantip,pam_unigram,ร้อง,79
pantip,pam_unigram,สรรพ,20
pantip,pam_unigram,Peltier,2
pantip,pam_unigram,DIY,5
pantip,pam_unigram,Mini,3
pantip,pam_unigram,Air,4
pantip,pam_unigram,Conditioner,1
pantip,pam_unigram,้ม,223
pantip,pam_unigram,ห้อง,221
pantip,pam_unigram,หนังสือ,198
pantip,pam_unigram,ประเทศ,175
pantip,pam_unigram,ฝ,253
pantip,pam_unigram,หลาย,305
pantip,pam_unigram,ลุก,23
pantip,pam_unigram,เพียง,130
pantip,pam_unigram,แข็ง,51
